CO2 (PPM), Latitude, Longitude, Altitude, Air Speed (m/s), Mode, Fixed Sats, Available Sats
464,44.3798668,-73.2580923,61.23,0.159999996424,STABILIZE,4,8
464,44.3798664,-73.2580927,61.23,0.149999991059,STABILIZE,4,8
464,44.3798651,-73.2580941,61.24,0.129999995232,STABILIZE,4,8
464,44.3798642,-73.2580949,61.26,0.149999991059,STABILIZE,4,8
461,44.3798629,-73.2580962,61.26,0.0499999970198,STABILIZE,4,8
461,44.3798623,-73.2580969,61.26,0.0599999986589,STABILIZE,4,8
461,44.3798613,-73.2580972,61.25,0.0899999961257,STABILIZE,4,8
461,44.3798607,-73.2580968,61.24,0.0499999970198,STABILIZE,4,8
462,44.3798604,-73.2580957,61.26,0.129999995232,STABILIZE,4,8
462,44.3798601,-73.2580956,61.26,0.0499999970198,STABILIZE,4,8
462,44.3798603,-73.2580944,61.26,0.0399999991059,STABILIZE,4,8
462,44.3798598,-73.258094,61.28,0.0799999982119,STABILIZE,4,8
462,44.3798598,-73.2580932,61.26,0.0799999982119,STABILIZE,4,8
462,44.37986,-73.2580927,61.24,0.209999993443,STABILIZE,4,8
462,44.3798601,-73.2580923,61.24,0.0399999991059,STABILIZE,4,8
462,44.37986,-73.2580908,61.23,0.0299999993294,STABILIZE,4,8
462,44.3798602,-73.2580888,61.22,0.140000000596,STABILIZE,4,7
462,44.3798599,-73.2580876,61.24,0.119999997318,STABILIZE,4,7
462,44.3798599,-73.2580863,61.24,0.140000000596,STABILIZE,4,7
462,44.379859,-73.2580859,61.24,0.0799999982119,STABILIZE,4,8
462,44.3798585,-73.2580851,61.24,0.0999999940395,STABILIZE,4,8
462,44.3798576,-73.2580843,61.21,0.019999999553,STABILIZE,4,8
462,44.3798573,-73.2580842,61.22,0.119999997318,STABILIZE,4,8
461,44.3798567,-73.2580839,61.21,0.140000000596,STABILIZE,4,8
461,44.3798564,-73.2580837,61.18,0.0999999940395,STABILIZE,4,8
461,44.379856,-73.2580831,61.16,0.0999999940395,STABILIZE,4,8
461,44.3798557,-73.258083,61.17,0.070000000298,STABILIZE,4,8
461,44.3798553,-73.258083,61.18,0.0899999961257,STABILIZE,4,8
461,44.3798551,-73.2580819,61.17,0.0999999940395,STABILIZE,4,8
461,44.3798548,-73.2580814,61.16,0.209999993443,STABILIZE,4,8
461,44.3798546,-73.2580808,61.19,0.179999992251,STABILIZE,4,8
461,44.3798542,-73.2580809,61.21,0.019999999553,STABILIZE,4,8
461,44.3798537,-73.2580811,61.22,0.119999997318,STABILIZE,4,8
461,44.3798535,-73.2580807,61.21,0.0399999991059,STABILIZE,4,8
461,44.3798533,-73.2580811,61.2,0.289999991655,STABILIZE,4,8
461,44.3798523,-73.2580819,61.21,0.140000000596,STABILIZE,4,8
461,44.3798519,-73.2580822,61.22,0.0999999940395,STABILIZE,4,8
461,44.3798512,-73.2580823,61.23,0.0999999940395,STABILIZE,4,8
461,44.3798506,-73.2580827,61.24,0.109999999404,STABILIZE,4,8
461,44.3798498,-73.2580825,61.22,0.109999999404,STABILIZE,4,8
461,44.3798491,-73.2580824,61.23,0.170000001788,STABILIZE,4,8
461,44.379848,-73.2580832,61.23,0.0899999961257,STABILIZE,4,8
461,44.379847,-73.2580843,61.24,0.280000001192,STABILIZE,4,8
461,44.3798462,-73.258085,61.26,0.209999993443,STABILIZE,4,8
461,44.3798444,-73.2580854,61.27,0.129999995232,STABILIZE,4,8
461,44.3798436,-73.2580859,61.27,0.170000001788,STABILIZE,4,8
461,44.3798424,-73.258087,61.27,0.0999999940395,STABILIZE,4,8
461,44.3798416,-73.2580874,61.28,0.159999996424,STABILIZE,4,8
461,44.3798406,-73.2580888,61.26,0.0499999970198,STABILIZE,4,8
461,44.3798402,-73.2580898,61.24,0.159999996424,STABILIZE,4,8
461,44.3798391,-73.2580905,61.23,0.0599999986589,STABILIZE,4,8
461,44.3798387,-73.2580909,61.23,0.0399999991059,STABILIZE,4,8
461,44.3798379,-73.2580918,61.23,0.319999992847,STABILIZE,4,8
462,44.3798375,-73.2580924,61.22,0.0799999982119,STABILIZE,4,8
462,44.3798374,-73.2580926,61.23,0.0799999982119,STABILIZE,4,8
462,44.3798374,-73.2580924,61.23,0.310000002384,STABILIZE,4,8
462,44.3798381,-73.2580921,61.25,0.119999997318,STABILIZE,4,8
462,44.3798386,-73.2580919,61.24,0.119999997318,STABILIZE,4,8
462,44.3798392,-73.2580915,61.23,0.0499999970198,STABILIZE,4,8
462,44.3798402,-73.2580907,61.21,0.0799999982119,STABILIZE,4,8
461,44.3798409,-73.2580897,61.2,0.0299999993294,STABILIZE,4,8
461,44.3798423,-73.2580874,61.2,0.0499999970198,STABILIZE,4,8
461,44.3798429,-73.2580857,61.19,0.0899999961257,STABILIZE,4,8
461,44.3798439,-73.2580844,61.19,0.070000000298,STABILIZE,4,8
461,44.379845,-73.2580833,61.19,0.199999988079,STABILIZE,4,8
461,44.3798458,-73.258082,61.19,0.0399999991059,STABILIZE,4,8
461,44.3798461,-73.2580808,61.22,0.129999995232,STABILIZE,4,8
461,44.3798466,-73.2580794,61.24,0.019999999553,STABILIZE,4,8
461,44.379847,-73.2580781,61.23,0.0499999970198,STABILIZE,4,8
461,44.3798472,-73.258077,61.24,0.0499999970198,STABILIZE,4,8
461,44.3798476,-73.2580748,61.25,0.019999999553,STABILIZE,4,7
461,44.3798472,-73.2580737,61.25,0.0399999991059,STABILIZE,4,7
460,44.3798472,-73.2580724,61.27,0.0799999982119,STABILIZE,4,7
460,44.3798471,-73.2580721,61.27,0.0599999986589,STABILIZE,4,7
460,44.3798478,-73.258071,61.24,0.179999992251,STABILIZE,4,7
461,44.3798481,-73.2580705,61.24,0.109999999404,STABILIZE,4,7
461,44.3798493,-73.2580696,61.25,0.0599999986589,STABILIZE,4,7
461,44.3798504,-73.2580685,61.24,0.209999993443,STABILIZE,4,7
461,44.3798519,-73.2580673,61.25,0.179999992251,STABILIZE,4,7
460,44.3798528,-73.2580662,61.26,0.129999995232,STABILIZE,4,7
460,44.3798539,-73.2580654,61.24,0.179999992251,STABILIZE,4,7
460,44.3798543,-73.2580659,61.23,0.159999996424,STABILIZE,4,7
460,44.3798549,-73.2580653,61.25,0.149999991059,STABILIZE,4,7
460,44.3798556,-73.258065,61.26,0.0399999991059,STABILIZE,4,7
460,44.3798565,-73.2580645,61.26,0.140000000596,STABILIZE,4,8
460,44.3798574,-73.2580641,61.28,0.159999996424,STABILIZE,4,8
460,44.3798583,-73.2580642,61.28,0.0999999940395,STABILIZE,4,8
460,44.3798595,-73.258064,61.29,0.0599999986589,STABILIZE,4,8
460,44.3798601,-73.2580647,61.29,0.119999997318,STABILIZE,4,8
460,44.3798608,-73.258066,61.29,0.0599999986589,STABILIZE,4,8
460,44.3798614,-73.2580656,61.28,0.0499999970198,STABILIZE,4,8
460,44.3798617,-73.2580661,61.28,0.129999995232,STABILIZE,4,8
460,44.3798622,-73.2580667,61.3,0.119999997318,STABILIZE,4,8
460,44.3798629,-73.2580679,61.31,0.0299999993294,STABILIZE,4,8
460,44.3798631,-73.2580687,61.28,0.070000000298,STABILIZE,4,8
460,44.3798632,-73.2580691,61.28,0.070000000298,STABILIZE,4,8
460,44.3798632,-73.2580696,61.28,0.229999989271,STABILIZE,4,8
460,44.3798635,-73.2580697,61.3,0.0299999993294,STABILIZE,4,8
460,44.3798645,-73.2580691,61.31,0.0799999982119,STABILIZE,4,8
460,44.3798652,-73.2580691,61.31,0.149999991059,STABILIZE,4,8
460,44.3798662,-73.2580687,61.3,0.019999999553,STABILIZE,4,8
460,44.3798671,-73.2580681,61.29,0.189999997616,STABILIZE,4,8
460,44.379868,-73.2580676,61.28,0.109999999404,STABILIZE,4,8
460,44.3798684,-73.2580677,61.31,0.0299999993294,STABILIZE,4,8
460,44.3798687,-73.2580674,61.31,0.070000000298,STABILIZE,4,8
460,44.3798689,-73.258067,61.32,0.0999999940395,STABILIZE,4,8
460,44.3798689,-73.2580668,61.31,0.0799999982119,STABILIZE,4,8
460,44.3798695,-73.258066,61.29,0.109999999404,STABILIZE,4,8
460,44.3798695,-73.2580659,61.28,0.109999999404,STABILIZE,4,8
460,44.3798694,-73.2580655,61.29,0.119999997318,STABILIZE,4,8
460,44.3798692,-73.2580655,61.26,0.070000000298,STABILIZE,4,8
460,44.3798694,-73.2580651,61.25,0.179999992251,STABILIZE,4,8
460,44.3798693,-73.2580654,61.23,0.0899999961257,STABILIZE,4,8
460,44.379869,-73.2580657,61.22,0.0399999991059,STABILIZE,4,8
460,44.3798688,-73.2580662,61.23,0.0799999982119,STABILIZE,4,8
460,44.3798684,-73.2580666,61.21,0.199999988079,STABILIZE,4,8
460,44.3798679,-73.2580674,61.2,0.140000000596,STABILIZE,4,8
460,44.3798678,-73.2580677,61.19,0.0299999993294,STABILIZE,4,8
460,44.3798679,-73.258068,61.2,0.0599999986589,STABILIZE,4,8
460,44.3798684,-73.2580676,61.22,0.149999991059,STABILIZE,4,8
459,44.3798684,-73.258068,61.21,0.0299999993294,STABILIZE,4,8
459,44.3798686,-73.2580682,61.21,0.0299999993294,STABILIZE,4,8
459,44.3798688,-73.2580674,61.21,0.109999999404,STABILIZE,4,8
459,44.379869,-73.2580677,61.22,0.0999999940395,STABILIZE,4,8
